IdTransaccion,Fecha,IdCategoria,IdProducto,Producto,Cantidad,PrecioUnitario,TotalVenta
1,03/03/2024,3,21,Refrigerador Bosch 500L,1,$3,199.99,$3,199.99
2,03/03/2024,4,22,Laptop Acer i5,1,$1,399.99,$1,399.99
3,03/03/2024,5,23,Smartphone Xiaomi Redmi Note 11,1,$499.99,$499.99
4,04/03/2024,1,24,Televisor 75" OLED,1,$3,499.99,$3,499.99
5,04/03/2024,2,25,Lavadora LG 14kg,1,$2,699.99,$2,699.99
6,04/03/2024,3,26,Refrigerador Frigidaire 600L,1,$3,499.99,$3,499.99
7,05/03/2024,4,27,Laptop MSI i7,1,$1,999.99,$1,999.99
8,05/03/2024,5,28,Smartphone Google Pixel 6,1,$799.99,$799.99
9,05/03/2024,1,29,Televisor 85" 8K,1,$4,999.99,$4,999.99
10,06/03/2024,2,30,Secadora LG 10kg,1,$1,899.99,$1,899.99
11,06/03/2024,3,31,Refrigerador Whirlpool 700L,1,$3,999.99,$3,999.99
12,06/03/2024,4,32,Laptop Asus ROG i9,1,$2,499.99,$2,499.99
13,07/03/2024,5,33,Smartphone OnePlus 10 Pro,1,$999.99,$999.99
14,07/03/2024,1,34,Televisor 95" 8K,1,$5,999.99,$5,999.99
15,07/03/2024,2,35,Lavadora Samsung 16kg,1,$2,999.99,$2,999.99
16,08/03/2024,3,36,Refrigerador LG Instaview 600L,1,$4,499.99,$4,499.99
17,08/03/2024,4,37,Laptop Razer Blade i7,1,$2,799.99,$2,799.99
18,08/03/2024,5,38,Smartphone iPhone 14 Pro,1,$1,499.99,$1,499.99
19,09/03/2024,1,39,Televisor 110" 8K,1,$9,999.99,$9,999.99
20,09/03/2024,2,40,Secadora Bosch 12kg,1,$2,199.99,$2,199.99
21,09/03/2024,3,41,Refrigerador Whirlpool 800L,1,$4,299.99,$4,299.99
22,10/03/2024,4,42,Laptop Dell XPS i9,1,$3,099.99,$3,099.99
23,10/03/2024,5,43,Smartphone Google Pixel 7 Pro,1,$1,099.99,$1,099.99
24,10/03/2024,1,44,Televisor LG OLED 65",1,$3,799.99,$3,799.99
25,11/03/2024,2,45,Lavadora Bosch 18kg,1,$3,499.99,$3,499.99
26,11/03/2024,3,46,Refrigerador Samsung Bespoke 700L,1,$4,999.99,$4,999.99
27,11/03/2024,4,47,Laptop Alienware i7,1,$2,699.99,$2,699.99
28,12/03/2024,5,48,Smartphone Samsung Galaxy S23 Ultra,1,$1,399.99,$1,399.99
29,12/03/2024,1,49,Televisor Sony BRAVIA 85",1,$6,299.99,$6,299.99
30,12/03/2024,2,50,Secadora LG TurboWash 14kg,1,$2,499.99,$2,499.99
31,13/03/2024,3,51,Refrigerador Mabe 550L,1,$3,799.99,$3,799.99
32,13/03/2024,4,52,Laptop Lenovo Legion i9,1,$3,199.99,$3,199.99
33,13/03/2024,5,53,Smartphone Oppo Find X5 Pro,1,$999.99,$999.99
34,14/03/2024,1,54,Televisor Samsung QLED 75",1,$4,499.99,$4,499.99
35,14/03/2024,2,55,Lavadora Electrolux 20kg,1,$3,799.99,$3,799.99
36,14/03/2024,3,56,Refrigerador LG InstaView 700L,1,$5,099.99,$5,099.99
37,15/03/2024,4,57,Laptop Asus ZenBook Pro i7,1,$2,899.99,$2,899.99
38,15/03/2024,5,58,Smartphone Apple iPhone 14 Plus,1,$1,099.99,$1,099.99
39,15/03/2024,1,59,Televisor Sony X950H 85",1,$6,999.99,$6,999.99
40,16/03/2024,2,60,Secadora Samsung AI Control 12kg,1,$2,699.99,$2,699.99
41,16/03/2024,3,61,Refrigerador Whirlpool 900L,1,$4,999.99,$4,999.99
42,16/03/2024,4,62,Laptop HP Spectre x360 i7,1,$3,499.99,$3,499.99
43,17/03/2024,5,63,Smartphone Huawei P50 Pro,1,$999.99,$999.99
44,17/03/2024,1,64,Televisor LG OLED C1 77",1,$7,999.99,$7,999.99
45,17/03/2024,2,65,Lavadora Siemens 24kg,1,$4,399.99,$4,399.99
46,18/03/2024,3,66,Refrigerador Electrolux 800L,1,$5,499.99,$5,499.99
47,18/03/2024,4,67,Laptop Acer Predator Triton i9,1,$3,999.99,$3,999.99
48,18/03/2024,5,68,Smartphone OnePlus 11 Pro,1,$1,199.99,$1,199.99
49,19/03/2024,1,69,Televisor Samsung Neo QLED 85",1,$8,499.99,$8,499.99
50,19/03/2024,2,70,Secadora Miele TwinDos 16kg,1,$3,299.99,$3,299.99
