IdTransaccion,Fecha,IdCategoria,IdProducto,Producto,Cantidad,PrecioUnitario,TotalVenta
1,09/01/2024,1,1,Televisor 43",1,$1,200.00,$1,200.00
2,09/01/2024,2,2,Lavadora 8kg,1,$1,799.99,$1,799.99
3,09/01/2024,3,3,Refrigerador LG 350L,1,$2,499.99,$2,499.99
4,09/01/2024,4,4,Laptop HP i5,1,$1,099.99,$1,099.99
5,10/01/2024,2,5,Secadora 10kg,1,$1,299.99,$1,299.99
6,10/01/2024,1,6,Televisor 50" Smart,1,$1,499.99,$1,499.99
7,10/01/2024,5,7,Smartphone Samsung S22,1,$1,099.99,$1,099.99
8,11/01/2024,3,8,Refrigerador Whirlpool 400L,1,$2,799.99,$2,799.99
9,11/01/2024,4,9,Laptop Lenovo i7,1,$1,499.99,$1,499.99
10,11/01/2024,1,10,Televisor 55" 4K,1,$1,799.99,$1,799.99
11,12/01/2024,2,11,Lavadora LG 10kg,1,$2,099.99,$2,099.99
12,12/01/2024,3,12,Refrigerador Samsung 400L,1,$2,499.99,$2,499.99
13,12/01/2024,4,13,Laptop Asus i5,1,$1,299.99,$1,299.99
14,13/01/2024,1,14,Televisor 60" Smart,1,$1,999.99,$1,999.99
15,13/01/2024,2,15,Secadora Whirlpool 8kg,1,$1,599.99,$1,599.99
16,13/01/2024,5,16,Smartphone iPhone 13,1,$1,199.99,$1,199.99
17,14/01/2024,3,17,Refrigerador LG 450L,1,$2,799.99,$2,799.99
18,14/01/2024,4,18,Laptop Dell i7,1,$1,799.99,$1,799.99
19,14/01/2024,1,19,Televisor 65" 4K,1,$2,299.99,$2,299.99
20,15/01/2024,2,20,Lavadora Samsung 12kg,1,$2,399.99,$2,399.99
21,15/01/2024,3,21,Refrigerador Bosch 500L,1,$3,199.99,$3,199.99
22,15/01/2024,4,22,Laptop Acer i5,1,$1,399.99,$1,399.99
23,16/01/2024,5,23,Smartphone Xiaomi Redmi Note 11,1,$499.99,$499.99
24,16/01/2024,1,24,Televisor 75" OLED,1,$3,499.99,$3,499.99
25,16/01/2024,2,25,Lavadora LG 14kg,1,$2,699.99,$2,699.99
26,17/01/2024,3,26,Refrigerador Frigidaire 600L,1,$3,499.99,$3,499.99
27,17/01/2024,4,27,Laptop MSI i7,1,$1,999.99,$1,999.99
28,17/01/2024,5,28,Smartphone Google Pixel 6,1,$799.99,$799.99
29,18/01/2024,1,29,Televisor 85" 8K,1,$4,999.99,$4,999.99
30,18/01/2024,2,30,Secadora LG 10kg,1,$1,899.99,$1,899.99
31,18/01/2024,3,31,Refrigerador Whirlpool 700L,1,$3,999.99,$3,999.99
32,19/01/2024,4,32,Laptop Asus ROG i9,1,$2,499.99,$2,499.99
33,19/01/2024,5,33,Smartphone OnePlus 10 Pro,1,$999.99,$999.99
34,20/01/2024,1,34,Televisor 95" 8K,1,$5,999.99,$5,999.99
35,20/01/2024,2,35,Lavadora Samsung 16kg,1,$2,999.99,$2,999.99
36,20/01/2024,3,36,Refrigerador LG Instaview 600L,1,$4,499.99,$4,499.99
37,21/01/2024,4,37,Laptop Razer Blade i7,1,$2,799.99,$2,799.99
38,21/01/2024,5,38,Smartphone iPhone 14 Pro,1,$1,499.99,$1,499.99
39,21/01/2024,1,39,Televisor 110" 8K,1,$9,999.99,$9,999.99
40,22/01/2024,2,40,Secadora Bosch 12kg,1,$2,199.99,$2,199.99
41,22/01/2024,3,41,Refrigerador Whirlpool 800L,1,$4,299.99,$4,299.99
42,22/01/2024,4,42,Laptop Dell XPS i9,1,$3,099.99,$3,099.99
43,23/01/2024,5,43,Smartphone Google Pixel 7 Pro,1,$1,099.99,$1,099.99
44,23/01/2024,1,44,Televisor LG OLED 65",1,$3,799.99,$3,799.99
45,23/01/2024,2,45,Lavadora Bosch 18kg,1,$3,499.99,$3,499.99
46,24/01/2024,3,46,Refrigerador Samsung Bespoke 700L,1,$4,999.99,$4,999.99
47,24/01/2024,4,47,Laptop Alienware i7,1,$2,699.99,$2,699.99
48,24/01/2024,5,48,Smartphone Samsung Galaxy S23 Ultra,1,$1,399.99,$1,399.99
49,25/01/2024,1,49,Televisor Sony BRAVIA 85",1,$6,299.99,$6,299.99
50,25/01/2024,2,50,Secadora LG TurboWash 14kg,1,$2,499.99,$2,499.99
